,Date,Round No.,Cell,F Value,P Value
0,2023-09-26,2,Channel.C_029_Unit 1,0.5254338313037455,0.8339080316227663
1,2023-09-28,1,Channel.C_025_Unit 2,1.438705667554632,0.1946496586387419
2,2023-10-03,1,Channel.C_019_Unit 1,,
3,2023-10-03,4,Channel.C_027_Unit 2,0.398076191222729,0.9184717632625797
4,2023-10-04,2,Channel.C_013,0.35763408480507863,0.9396076148879942
5,2023-10-04,4,Channel.C_006,0.6188976782412164,0.7595942041235806
6,2023-10-04,4,Channel.C_007,0.5113636363636362,0.8445845327763069
7,2023-10-05,2,Channel.C_009,2.2751300196095143,0.03000051109303243
8,2023-10-05,2,Channel.C_019,0.9048682972718721,0.5167085887091407
9,2023-10-10,2,Channel.C_024,1.4095967386513886,0.205081240740489
10,2023-10-31,1,Channel.C_021,1.0325193723630142,0.4187976734631349
11,2023-10-31,2,Channel.C_005,0.9841678939617083,0.45452980766984374
12,2023-10-31,2,Channel.C_005,1.5127617531629938,0.1656864461740602
13,2023-11-08,2,Channel.C_007,1.2673552761198354,0.2721474019583407
14,2023-11-17,1,Channel.C_002,1.01625552545114,0.4298795145434038
15,2023-11-22,3,Channel.C_028,1.2591004028047146,0.27652853832968394
16,2023-11-22,4,Channel.C_020,1.6575540228946888,0.12166168322256737
17,2023-11-25,1,Channel.C_028,0.9476330690826729,0.4826592387788555
18,2023-11-25,2,Channel.C_001,0.7748508416790966,0.6258767159797465
19,2023-11-25,2,Channel.C_002,0.48492489056242255,0.8635807736709282
20,2023-11-25,2,Channel.C_029,0.8309463794683776,0.577956296213815
21,2023-11-27,1,Channel.C_012,1.2259236166408747,0.2946990289209618
22,2023-11-27,2,Channel.C_024,0.40751953125,0.9132032576809749
23,2023-11-27,3,Channel.C_002,0.49423963133640575,0.8569938273173026
24,2023-11-27,3,Channel.C_014,0.64181654676259,0.7403494482692143
25,2023-11-27,3,Channel.C_017,0.5106255012028869,0.8451271427294447
26,2023-11-28,1,Channel.C_009,1.2808256382400869,0.265116873931842
27,2023-11-28,3,Channel.C_007,1.0279976423038057,0.42206376004333945
28,2023-11-28,3,Channel.C_015,0.9920510037981548,0.44858475424818034
29,2023-11-28,3,Channel.C_024,1.5785739782259502,0.14416722170528465
30,2023-12-05,1,Channel.C_015,1.4699478384572826,0.18115762949774508
31,2023-12-05,1,Channel.C_025,0.8139085300099645,0.5924116461628082
32,2023-12-05,4,Channel.C_012,1.896882835650786,0.07163714255759983
33,2023-12-07,3,Channel.C_009,1.101477309533235,0.37100792018325235
