,Date,Round No.,Cell,F Value,P Value
0,2023-09-26,2,Channel.C_029_Unit 1,1.379559853284428,0.2561465252183326
1,2023-09-28,1,Channel.C_025_Unit 2,2.9858839802728436,0.029189466749153705
2,2023-10-03,1,Channel.C_019_Unit 1,,
3,2023-10-03,4,Channel.C_027_Unit 2,1.3020445458575505,0.28404269922336856
4,2023-10-04,2,Channel.C_013,1.0653814602132894,0.3847259691395577
5,2023-10-04,4,Channel.C_006,1.31482809753342,0.27895523384009446
6,2023-10-04,4,Channel.C_007,2.7686915887850456,0.03853998990677434
7,2023-10-05,2,Channel.C_009,1.7388423988842403,0.15811410783169363
8,2023-10-05,2,Channel.C_019,2.2422680412371134,0.07938349651297241
9,2023-10-10,2,Channel.C_024,0.12098049551924091,0.9742838359730934
10,2023-10-31,1,Channel.C_021,2.3618602556162385,0.06735136145620096
11,2023-10-31,2,Channel.C_005,2.7566037735849056,0.03918284864249032
12,2023-10-31,2,Channel.C_005,1.1524054982817873,0.3444281400404105
13,2023-11-08,2,Channel.C_007,1.820876288659794,0.14141364285980998
14,2023-11-17,1,Channel.C_002,1.39080456441522,0.2509424537500714
15,2023-11-22,3,Channel.C_028,3.3326608902705215,0.017902682314201997
16,2023-11-22,4,Channel.C_020,1.1543259609636929,0.3435812322512174
17,2023-11-25,1,Channel.C_028,0.9088976394445262,0.46693533471824156
18,2023-11-25,2,Channel.C_001,3.4621695533272563,0.01503804235963194
19,2023-11-25,2,Channel.C_002,1.9720106554609231,0.11502824338510814
20,2023-11-25,2,Channel.C_029,0.6166562694946974,0.6529016568761175
21,2023-11-27,1,Channel.C_012,0.3548103395533802,0.8393221749937516
22,2023-11-27,2,Channel.C_024,0.45261984392419186,0.7699394995324003
23,2023-11-27,3,Channel.C_002,8.42204301075269,3.680989574477925e-05
24,2023-11-27,3,Channel.C_014,2.2320904901550063,0.08050154830144003
25,2023-11-27,3,Channel.C_017,6.06731707317073,0.0005416066616572641
26,2023-11-28,1,Channel.C_009,0.25221774193548385,0.9068068378508134
27,2023-11-28,3,Channel.C_007,1.9720359357206125,0.11502426161010039
28,2023-11-28,3,Channel.C_015,2.533582089552239,0.05319727053469109
29,2023-11-28,3,Channel.C_024,0.938892640108035,0.4501925668424527
30,2023-12-05,1,Channel.C_015,1.5992983526540567,0.19097806801787137
31,2023-12-05,1,Channel.C_025,2.053337847952383,0.10289617815594437
32,2023-12-05,4,Channel.C_012,0.5926040321221989,0.6697495719026759
33,2023-12-07,3,Channel.C_009,1.27576957133184,0.29359417052814396
